ltable_id,rtable_id,prediction
2152,809,0.0
2152,813,0.0
2152,1232,0.0
2152,2820,0.0
2152,2825,0.0
2152,2829,0.0
2152,4730,0.0
2152,6745,0.0
2152,6747,0.0
2152,6752,0.0
2152,6753,0.0
2152,6754,0.0
2152,8785,0.0
2152,10750,0.0
2152,10751,0.0
2152,10754,0.0
2152,12222,0.0
2152,12474,0.0
2152,13208,0.0
2152,14697,0.0
2152,14698,0.0
2152,17687,0.0
2152,19284,0.0
2152,20122,0.0
2152,20713,0.0
2152,21794,0.0
2152,21812,0.0
2152,22069,0.0
2152,22071,0.0
2230,12474,0.0
2230,18636,0.0
2230,21794,0.0
326,13414,0.0
687,13414,0.0
810,13414,0.0
975,13414,0.0
1119,13414,0.0
1486,13414,0.0
1521,13414,0.0
1953,13414,0.0
2163,13414,0.0
2319,13414,0.0
5,20932,0.0
1727,11876,0.0
1583,20384,0.0
2243,20384,0.0
770,11073,0.0
1242,11073,0.0
1984,1109,0.0
1984,13106,0.0
15,6260,0.0
23,6260,0.0
23,8339,0.0
23,17674,0.0
211,6260,0.0
235,17674,0.0
655,17674,0.0
699,6260,0.0
740,6260,0.0
740,17674,0.0
851,17674,0.0
884,6260,0.0
884,17674,0.0
1174,6260,0.0
1294,21136,0.0
1457,6260,0.0
1457,8339,0.0
1457,17674,0.0
1989,6260,0.0
1989,8339,0.0
1989,17674,0.0
2407,6260,0.0
2407,21136,0.0
21,956,0.0
255,955,0.0
255,956,0.0
255,12917,0.0
470,956,0.0
470,14825,0.0
470,14829,0.0
916,954,0.0
916,956,0.0
916,2948,0.0
916,4857,0.0
916,6882,0.0
1102,956,0.0
1633,4863,0.0
1633,4864,0.0
1633,6086,0.0
2051,2950,0.0
2051,4863,0.0
2051,4864,0.0
2051,12916,0.0
2103,4857,0.0
2103,6880,0.0
2103,14825,0.0
2103,14827,0.0
2103,20142,0.0
2259,952,0.0
2259,954,0.0
2259,955,0.0
2259,957,0.0
2259,2948,0.0
2259,2949,0.0
2259,2950,0.0
2259,4857,0.0
2259,4859,0.0
2259,4860,0.0
2259,4864,0.0
2259,6086,0.0
2259,6882,0.0
2259,8908,0.0
2259,10868,0.0
2259,10870,0.0
2259,10871,0.0
2259,12918,0.0
2259,14821,0.0
2259,14822,0.0
2259,14825,0.0
2259,14826,0.0
2259,14827,0.0
2259,14829,0.0
2259,20142,0.0
127,10081,0.0
127,13326,0.0
127,15319,0.0
127,18790,0.0
170,578,0.0
226,11319,0.0
283,3342,0.0
283,10081,0.0
283,15319,0.0
586,10081,0.0
586,15319,0.0
1221,4332,0.0
1221,15492,0.0
1221,16595,0.0
1304,10081,0.0
1304,15319,0.0
2302,10081,0.0
2302,15319,0.0
408,6622,0.0
408,20694,0.0
670,694,0.0
670,2691,0.0
670,4594,0.0
670,6625,0.0
670,10635,0.0
670,14578,0.0
836,6622,0.0
836,20694,0.0
1705,6622,0.0
1705,20694,0.0
1719,6622,0.0
1719,20694,0.0
1869,694,0.0
1869,2691,0.0
1869,4594,0.0
1869,6625,0.0
1869,10635,0.0
1869,14578,0.0
1869,20694,0.0
29,16361,0.0
57,16361,0.0
793,16361,0.0
1225,16361,0.0
32,6742,0.0
32,14404,0.0
32,19568,0.0
32,21409,0.0
40,6742,0.0
40,14404,0.0
40,19568,0.0
40,21409,0.0
53,6742,0.0
53,19568,0.0
91,6742,0.0
91,14404,0.0
91,19568,0.0
92,804,0.0
92,6742,0.0
92,14404,0.0
165,804,0.0
165,9958,0.0
165,11248,0.0
165,14404,0.0
165,19568,0.0
165,21409,0.0
166,6742,0.0
166,19568,0.0
214,804,0.0
214,6742,0.0
214,19568,0.0
214,21409,0.0
244,6742,0.0
244,19568,0.0
244,21409,0.0
278,804,0.0
278,6742,0.0
278,14404,0.0
278,21409,0.0
280,6742,0.0
327,6742,0.0
327,14404,0.0
327,15969,0.0
327,19568,0.0
327,21409,0.0
417,6742,0.0
417,14404,0.0
417,19568,0.0
418,804,0.0
418,6742,0.0
462,804,0.0
462,6742,0.0
462,14404,0.0
462,19568,0.0
462,21409,0.0
466,804,0.0
466,6742,0.0
466,14404,0.0
466,21409,0.0
555,14404,0.0
555,19568,0.0
559,6742,0.0
559,14404,0.0
559,19568,0.0
561,6742,0.0
561,19568,0.0
561,21409,0.0
576,804,0.0
576,6742,0.0
576,14404,0.0
576,19568,0.0
576,21409,0.0
577,6742,0.0
577,14404,0.0
577,19568,0.0
577,21409,0.0
612,6742,0.0
612,11248,0.0
612,19568,0.0
612,21409,0.0
625,6742,0.0
625,14404,0.0
625,19568,0.0
626,6742,0.0
626,21409,0.0
627,6742,0.0
627,21409,0.0
665,6742,0.0
665,19568,0.0
665,21409,0.0
700,6742,0.0
701,804,0.0
701,6742,0.0
702,804,0.0
702,6742,0.0
702,14404,0.0
702,19568,0.0
702,21409,0.0
744,6742,0.0
744,14404,0.0
744,19568,0.0
744,21409,0.0
786,804,0.0
786,6742,0.0
786,19568,0.0
786,21409,0.0
787,804,0.0
787,6742,0.0
787,19568,0.0
787,21409,0.0
814,6742,0.0
814,14404,0.0
814,21409,0.0
822,6742,0.0
822,14404,0.0
822,19568,0.0
823,804,0.0
823,6742,0.0
823,19568,0.0
823,21409,0.0
852,804,0.0
852,6742,0.0
852,14404,0.0
852,19568,0.0
853,804,0.0
853,6742,0.0
853,14404,0.0
853,19568,0.0
853,21409,0.0
856,804,0.0
856,6742,0.0
856,14404,0.0
856,21409,0.0
886,6742,0.0
886,14404,0.0
886,19568,0.0
886,21409,0.0
887,6742,0.0
887,14404,0.0
887,21409,0.0
932,6742,0.0
932,14404,0.0
932,21409,0.0
967,6742,0.0
967,14404,0.0
967,19568,0.0
967,21409,0.0
993,804,0.0
993,6742,0.0
993,19568,0.0
993,21409,0.0
994,804,0.0
994,6742,0.0
1052,6742,0.0
1052,21409,0.0
1060,804,0.0
1060,6742,0.0
1060,19568,0.0
1060,21409,0.0
1061,6742,0.0
1061,19568,0.0
1061,21409,0.0
1062,6742,0.0
1062,21409,0.0
1067,804,0.0
1067,6742,0.0
1067,14404,0.0
1067,19568,0.0
1120,804,0.0
1120,6742,0.0
1132,804,0.0
1132,6742,0.0
1132,19568,0.0
1132,21409,0.0
1133,804,0.0
1133,6742,0.0
1133,19568,0.0
1133,21409,0.0
1134,6742,0.0
1134,21409,0.0
1135,804,0.0
1135,6742,0.0
1177,19568,0.0
1178,6742,0.0
1178,14404,0.0
1178,19568,0.0
1178,21409,0.0
1257,6742,0.0
1257,19568,0.0
1257,21409,0.0
1258,6742,0.0
1258,19568,0.0
1258,21409,0.0
1296,804,0.0
1296,6742,0.0
1296,14404,0.0
1296,19568,0.0
1296,21409,0.0
1390,6742,0.0
1390,14404,0.0
1390,19568,0.0
1390,21409,0.0
1425,6742,0.0
1425,21409,0.0
1532,804,0.0
1532,6742,0.0
1532,19568,0.0
1532,21409,0.0
1571,804,0.0
1571,6742,0.0
1604,9958,0.0
1604,19568,0.0
1605,6742,0.0
1605,14404,0.0
1605,19568,0.0
1733,6742,0.0
1733,19568,0.0
1809,6742,0.0
1809,14404,0.0
1809,21409,0.0
1831,6742,0.0
1831,21409,0.0
1839,6742,0.0
1839,19568,0.0
1839,21409,0.0
1855,19568,0.0
1959,6742,0.0
1959,19568,0.0
1996,6742,0.0
1996,19568,0.0
1996,21409,0.0
2020,6742,0.0
2020,14404,0.0
2020,19568,0.0
2048,6742,0.0
2048,21409,0.0
2081,6742,0.0
2081,19568,0.0
2081,21409,0.0
2082,804,0.0
2082,6742,0.0
2082,21409,0.0
2112,804,0.0
2112,6742,0.0
2112,19568,0.0
2112,21409,0.0
2113,6742,0.0
2113,19568,0.0
2113,21409,0.0
2114,6742,0.0
2114,19568,0.0
2114,21409,0.0
2115,6742,0.0
2115,19568,0.0
2115,21409,0.0
2138,6742,0.0
2144,6742,0.0
2144,19568,0.0
2144,21409,0.0
2145,6742,0.0
2145,21409,0.0
2220,6742,0.0
2220,19568,0.0
2222,6742,0.0
2222,19568,0.0
2222,21409,0.0
2223,804,0.0
2223,6742,0.0
2223,14404,0.0
2223,21409,0.0
2224,6742,0.0
2224,19568,0.0
2224,21409,0.0
2297,804,0.0
2297,6742,0.0
2332,804,0.0
2332,6742,0.0
2332,19568,0.0
2361,6742,0.0
2361,14404,0.0
2363,804,0.0
2363,6742,0.0
2363,14404,0.0
2363,19568,0.0
2363,21409,0.0
2389,6742,0.0
2389,14404,0.0
2389,19568,0.0
2389,21409,0.0
2390,6742,0.0
2390,11248,0.0
2390,19568,0.0
2390,21409,0.0
2391,6742,0.0
2391,19568,0.0
2391,21409,0.0
2430,6742,0.0
2430,14404,0.0
2430,19568,0.0
2430,21409,0.0
2431,6742,0.0
2431,19568,0.0
2431,21409,0.0
2432,21409,0.0
2434,6742,0.0
2434,11248,0.0
2434,19568,0.0
2434,21409,0.0
2471,6742,0.0
2471,19568,0.0
2471,21409,0.0
2472,6742,0.0
2472,14404,0.0
2472,19568,0.0
2472,21409,0.0
2473,6742,0.0
2473,19568,0.0
2473,21409,0.0
2504,6742,0.0
2504,14404,0.0
2504,19568,0.0
2504,21409,0.0
2541,804,0.0
2541,6742,0.0
2541,21409,0.0
2546,6742,0.0
721,11740,0.0
721,13699,0.0
721,19292,0.0
721,21003,0.0
1086,11740,0.0
1086,13699,0.0
1086,19292,0.0
1086,21003,0.0
1291,7742,0.0
1291,11740,0.0
1291,13699,0.0
1291,19292,0.0
1291,21003,0.0
1904,7742,0.0
1904,11740,0.0
1904,13699,0.0
1904,19292,0.0
1904,21003,0.0
2159,7742,0.0
2159,11740,0.0
2159,13699,0.0
397,4856,0.0
1979,4856,0.0
41,4796,0.0
187,4796,0.0
706,4796,0.0
792,4796,0.0
1112,4796,0.0
1182,4796,0.0
1311,4796,0.0
1320,4796,0.0
1353,4796,0.0
1487,4796,0.0
1516,4796,0.0
1625,4796,0.0
1729,4796,0.0
1937,4796,0.0
2005,4796,0.0
2439,4796,0.0
138,5468,0.0
543,16683,0.0
543,17539,0.0
543,20261,0.0
649,16683,0.0
649,17539,0.0
649,20261,0.0
1915,16683,0.0
1915,17539,0.0
1915,20261,0.0
2165,16683,0.0
2165,17539,0.0
2165,20261,0.0
2225,17539,0.0
2440,16683,0.0
1171,243,0.0
1171,1616,0.0
1171,1617,0.0
1171,1618,0.0
1171,6468,0.0
1171,8982,0.0
1171,11466,0.0
1171,11472,0.0
1171,13917,0.0
1171,15206,0.0
1171,16354,0.0
1171,16355,0.0
1171,17189,0.0
1171,17216,0.0
1171,17851,0.0
1171,18171,0.0
1171,18772,0.0
1171,19347,0.0
1171,19348,0.0
1417,243,0.0
1417,1616,0.0
1417,1617,0.0
1417,1618,0.0
1417,6468,0.0
1417,8982,0.0
1417,11466,0.0
1417,11472,0.0
1417,13917,0.0
1417,15206,0.0
1417,16354,0.0
1417,16355,0.0
1417,17189,0.0
1417,17216,0.0
1417,17851,0.0
1417,18171,0.0
1417,18772,0.0
1417,19347,0.0
1417,19348,0.0
123,20127,0.0
209,20127,0.0
2143,20127,0.0
58,20300,0.0
589,12118,0.0
1870,7841,0.0
1870,19693,0.0
1870,19985,0.0
63,12675,0.0
63,19627,0.0
1652,9693,0.0
546,14612,0.0
2276,20885,0.0
102,4167,0.0
102,12180,0.0
102,16121,0.0
102,16122,0.0
102,16124,0.0
509,4167,0.0
509,6143,0.0
509,6144,0.0
509,12180,0.0
509,16121,0.0
509,16122,0.0
509,16124,0.0
1012,12180,0.0
1899,8181,0.0
2059,16122,0.0
2123,4167,0.0
2123,6143,0.0
2123,6144,0.0
2123,12180,0.0
2123,16121,0.0
2123,16122,0.0
2123,16124,0.0
2260,4167,0.0
2260,4168,0.0
2260,6144,0.0
2260,16122,0.0
74,658,0.0
74,659,0.0
74,660,0.0
74,663,0.0
74,2628,0.0
74,2634,0.0
74,2641,0.0
74,2642,0.0
74,4549,0.0
74,4553,0.0
74,6576,0.0
74,6577,0.0
74,6588,0.0
74,8624,0.0
74,8628,0.0
74,8630,0.0
74,10573,0.0
74,12619,0.0
74,12624,0.0
74,12631,0.0
74,14540,0.0
74,14548,0.0
74,15902,0.0
74,18680,0.0
74,19706,0.0
380,663,0.0
380,2634,0.0
380,4548,0.0
380,4549,0.0
380,8628,0.0
380,12626,0.0
380,12631,0.0
380,14545,0.0
380,16804,0.0
380,18960,0.0
380,22059,0.0
808,660,0.0
808,13921,0.0
1075,107,0.0
1075,659,0.0
1075,663,0.0
1075,2634,0.0
1075,2644,0.0
1075,4553,0.0
1075,10569,0.0
1075,12626,0.0
1075,12629,0.0
1075,12631,0.0
1075,14550,0.0
1075,18960,0.0
1075,22059,0.0
1075,22060,0.0
1440,652,0.0
1440,663,0.0
1440,2634,0.0
1440,2642,0.0
1440,2644,0.0
1440,6585,0.0
1440,6588,0.0
1440,10570,0.0
1440,12629,0.0
1440,14544,0.0
1440,14548,0.0
1623,658,0.0
1623,2635,0.0
1623,2641,0.0
1623,2642,0.0
1623,2644,0.0
1623,4548,0.0
1623,4552,0.0
1623,4553,0.0
1623,4554,0.0
1623,6577,0.0
1623,8624,0.0
1623,8630,0.0
1623,10569,0.0
1623,10570,0.0
1623,10574,0.0
1623,12619,0.0
1623,12620,0.0
1623,12624,0.0
1623,12626,0.0
1623,12631,0.0
1623,14539,0.0
1623,14545,0.0
1623,14548,0.0
1623,14550,0.0
1623,16804,0.0
1623,19042,0.0
1623,21554,0.0
1623,22060,0.0
1658,2635,0.0
1658,2638,0.0
1658,2641,0.0
1658,4548,0.0
1658,4551,0.0
1658,6577,0.0
1658,6584,0.0
1658,6589,0.0
1658,8624,0.0
1658,8630,0.0
1658,8631,0.0
1658,12618,0.0
1658,12622,0.0
1658,12627,0.0
1658,12630,0.0
1658,12631,0.0
1658,14544,0.0
1658,14545,0.0
1658,15304,0.0
1658,15902,0.0
1658,16804,0.0
1658,18680,0.0
1770,656,0.0
1770,2634,0.0
2117,656,0.0
2117,659,0.0
2117,663,0.0
2117,2634,0.0
2117,2644,0.0
2117,4549,0.0
2117,10568,0.0
2117,12631,0.0
2117,22059,0.0
2241,658,0.0
2241,2634,0.0
2241,4554,0.0
2241,10565,0.0
2241,12620,0.0
2241,15576,0.0
2372,656,0.0
2372,658,0.0
2372,659,0.0
2372,2634,0.0
2372,2637,0.0
2372,4549,0.0
2372,4550,0.0
2372,6582,0.0
2372,6583,0.0
2372,6586,0.0
2372,6587,0.0
2372,8631,0.0
2372,10566,0.0
2372,10568,0.0
2372,10571,0.0
2372,10639,0.0
2372,12626,0.0
2372,12631,0.0
2372,20076,0.0
2372,21801,0.0
2372,22059,0.0
75,11165,0.0
111,11165,0.0
482,11165,0.0
549,11165,0.0
948,11165,0.0
1156,11165,0.0
1309,11165,0.0
1616,11165,0.0
2009,11165,0.0
2134,11165,0.0
2352,11165,0.0
292,14486,0.0
1382,1977,0.0
1382,14486,0.0
203,3544,0.0
1179,3544,0.0
330,16636,0.0
330,17311,0.0
330,18497,0.0
330,21260,0.0
360,12123,0.0
360,16636,0.0
360,17311,0.0
360,18497,0.0
360,21260,0.0
1055,18496,0.0
1513,16636,0.0
1513,17311,0.0
1513,18497,0.0
1513,21260,0.0
1577,16636,0.0
1577,17311,0.0
1577,18497,0.0
1577,21260,0.0
1844,12123,0.0
1844,16636,0.0
1844,17311,0.0
1844,18497,0.0
1844,21260,0.0
2091,16636,0.0
2091,17311,0.0
2091,18497,0.0
2091,21260,0.0
2125,16636,0.0
2125,17311,0.0
2125,18497,0.0
2125,21260,0.0
2492,18496,0.0
1673,11277,0.0
303,12937,0.0
1378,17475,0.0
1901,12937,0.0
1926,12937,0.0
2096,12937,0.0
1813,13898,0.0
491,12602,0.0
491,18893,0.0
567,18893,0.0
1562,12602,0.0
1562,18893,0.0
1744,12602,0.0
2409,18893,0.0
2462,18893,0.0
2463,18893,0.0
2425,648,0.0
117,18614,0.0
117,19912,0.0
305,12061,0.0
342,328,0.0
854,328,0.0
854,1334,0.0
854,1701,0.0
854,5705,0.0
854,6035,0.0
854,9574,0.0
854,11563,0.0
854,14020,0.0
854,14021,0.0
854,17039,0.0
854,17254,0.0
854,18614,0.0
854,19668,0.0
854,19912,0.0
854,20845,0.0
854,20846,0.0
976,328,0.0
976,1701,0.0
976,5705,0.0
976,6035,0.0
976,9574,0.0
976,11563,0.0
976,14020,0.0
976,17039,0.0
976,17254,0.0
976,18614,0.0
976,19668,0.0
976,19912,0.0
976,20845,0.0
976,20846,0.0
1169,1700,0.0
1169,13304,0.0
1169,18614,0.0
1218,1335,0.0
178,19032,0.0
705,6847,0.0
705,14859,0.0
705,14860,0.0
705,19032,0.0
1272,18723,0.0
480,4243,0.0
480,8285,0.0
767,4243,0.0
804,4243,0.0
924,4243,0.0
966,10273,0.0
1032,4243,0.0
1032,12271,0.0
1066,8285,0.0
1066,12271,0.0
1244,4243,0.0
1737,4243,0.0
1824,4243,0.0
122,19195,0.0
988,19195,0.0
124,1231,0.0
124,1893,0.0
774,1231,0.0
900,1231,0.0
900,1893,0.0
1044,1001,0.0
1044,1231,0.0
1044,1893,0.0
1649,1231,0.0
1649,1893,0.0
2075,1231,0.0
2075,1893,0.0
2371,1231,0.0
2371,1893,0.0
2476,1231,0.0
2476,1893,0.0
258,7626,0.0
129,312,0.0
129,5938,0.0
129,14567,0.0
129,21767,0.0
313,21263,0.0
1655,14290,0.0
747,13170,0.0
136,14477,0.0
643,7967,0.0
643,8592,0.0
643,9979,0.0
643,14478,0.0
643,15890,0.0
137,1864,0.0
137,3797,0.0
137,9866,0.0
137,13768,0.0
137,19728,0.0
137,21120,0.0
1349,1862,0.0
1349,1863,0.0
1349,1864,0.0
1349,3796,0.0
1349,3797,0.0
1349,4659,0.0
1349,9866,0.0
1349,12191,0.0
1349,13765,0.0
1349,13766,0.0
1349,13767,0.0
1349,13768,0.0
1349,13769,0.0
1349,19679,0.0
1349,19728,0.0
1349,19976,0.0
1349,19977,0.0
1349,20309,0.0
1349,21120,0.0
2092,1862,0.0
2092,1863,0.0
2092,1864,0.0
2092,3796,0.0
2092,3797,0.0
2092,9866,0.0
2092,13765,0.0
2092,13766,0.0
2092,13767,0.0
2092,13768,0.0
2092,13769,0.0
2092,19728,0.0
2092,21120,0.0
2516,1862,0.0
2516,1863,0.0
2516,1864,0.0
2516,3796,0.0
2516,3797,0.0
2516,4659,0.0
2516,9866,0.0
2516,12191,0.0
2516,13765,0.0
2516,13766,0.0
2516,13767,0.0
2516,13768,0.0
2516,13769,0.0
2516,19679,0.0
2516,19728,0.0
2516,19976,0.0
2516,19977,0.0
2516,20309,0.0
2516,21120,0.0
2531,1862,0.0
2531,1863,0.0
2531,1864,0.0
2531,3796,0.0
2531,3797,0.0
2531,4659,0.0
2531,9866,0.0
2531,12191,0.0
2531,13765,0.0
2531,13766,0.0
2531,13767,0.0
2531,13768,0.0
2531,13769,0.0
2531,19679,0.0
2531,19728,0.0
2531,19976,0.0
2531,19977,0.0
2531,20309,0.0
2531,21120,0.0
139,14161,0.0
139,18659,0.0
139,21687,0.0
139,22036,0.0
1376,6174,0.0
1376,10220,0.0
1376,16064,0.0
1376,21687,0.0
1510,13922,0.0
2268,5940,0.0
2268,13922,0.0
2514,13922,0.0
404,4401,0.0
155,16484,0.0
2131,16484,0.0
1010,21896,0.0
680,9824,0.0
176,12915,0.0
672,12915,0.0
1927,12915,0.0
177,1019,0.0
177,1020,0.0
177,3021,0.0
177,3023,0.0
177,4942,0.0
177,6960,0.0
177,6961,0.0
177,6962,0.0
177,6963,0.0
177,6964,0.0
177,8980,0.0
177,10949,0.0
177,13618,0.0
177,14903,0.0
177,21824,0.0
1184,1019,0.0
1184,3021,0.0
1184,3023,0.0
1184,6960,0.0
1184,6961,0.0
1184,6962,0.0
1184,10949,0.0
1184,13618,0.0
1184,14903,0.0
1963,1019,0.0
1963,1020,0.0
1963,3021,0.0
1963,3023,0.0
1963,4942,0.0
1963,6960,0.0
1963,6961,0.0
1963,6962,0.0
1963,6963,0.0
1963,10949,0.0
1963,13618,0.0
1963,14903,0.0
2263,1019,0.0
2263,1020,0.0
2263,3021,0.0
2263,3023,0.0
2263,4942,0.0
2263,6960,0.0
2263,6961,0.0
2263,6962,0.0
2263,6963,0.0
2263,6964,0.0
2263,8980,0.0
2263,10949,0.0
2263,13618,0.0
2263,14903,0.0
2263,21824,0.0
194,3391,0.0
194,6876,0.0
194,8128,0.0
194,8588,0.0
194,12194,0.0
194,15246,0.0
194,15394,0.0
194,18645,0.0
363,3391,0.0
363,6876,0.0
363,8128,0.0
363,8588,0.0
363,12194,0.0
363,15246,0.0
363,15394,0.0
363,18645,0.0
1201,3391,0.0
1201,6876,0.0
1201,8128,0.0
1201,8588,0.0
1201,12194,0.0
1201,15246,0.0
1201,15394,0.0
1201,18645,0.0
2166,3391,0.0
2166,6876,0.0
2166,8128,0.0
2166,8588,0.0
2166,12194,0.0
2166,15246,0.0
2166,15394,0.0
2166,18645,0.0
199,3538,0.0
199,5514,0.0
199,7530,0.0
199,9554,0.0
199,11539,0.0
199,13507,0.0
199,15477,0.0
199,15480,0.0
199,20220,0.0
290,5514,0.0
290,15478,0.0
290,20220,0.0
741,1560,0.0
741,1561,0.0
741,3537,0.0
741,5513,0.0
741,5514,0.0
741,5515,0.0
741,5517,0.0
741,9554,0.0
741,11539,0.0
741,13506,0.0
741,13509,0.0
741,15476,0.0
741,15477,0.0
741,15478,0.0
741,15481,0.0
741,19110,0.0
741,20220,0.0
771,5517,0.0
771,11539,0.0
771,13509,0.0
922,1560,0.0
922,1561,0.0
922,3537,0.0
922,3538,0.0
922,5513,0.0
922,5514,0.0
922,5515,0.0
922,5516,0.0
922,5517,0.0
922,7530,0.0
922,9554,0.0
922,9555,0.0
922,11538,0.0
922,11539,0.0
922,13506,0.0
922,13507,0.0
922,13509,0.0
922,15476,0.0
922,15477,0.0
922,15478,0.0
922,15480,0.0
922,15481,0.0
922,19110,0.0
922,20220,0.0
922,21743,0.0
979,1561,0.0
979,3537,0.0
979,11538,0.0
979,11539,0.0
1245,1561,0.0
2073,15479,0.0
306,17628,0.0
2288,17628,0.0
802,18427,0.0
2195,18427,0.0
2235,18427,0.0
208,10233,0.0
208,21011,0.0
2153,21011,0.0
215,3298,0.0
223,8360,0.0
223,10338,0.0
227,4105,0.0
227,7948,0.0
227,12979,0.0
227,20795,0.0
894,4105,0.0
894,7948,0.0
894,12979,0.0
894,20795,0.0
1804,4105,0.0
1804,7948,0.0
1804,12979,0.0
1848,3523,0.0
1848,4105,0.0
1848,7504,0.0
1848,7948,0.0
1848,12979,0.0
1848,20795,0.0
1849,2202,0.0
1849,4105,0.0
1849,7948,0.0
1849,12979,0.0
1849,20795,0.0
2385,3523,0.0
2385,4105,0.0
2385,7504,0.0
2385,7948,0.0
2385,12979,0.0
2385,20795,0.0
234,2194,0.0
234,6575,0.0
234,12570,0.0
234,14031,0.0
234,14105,0.0
234,17531,0.0
234,20378,0.0
234,21338,0.0
2209,2194,0.0
2209,6575,0.0
2209,12570,0.0
2209,14031,0.0
2209,14105,0.0
2209,17531,0.0
